"query_1" TRUE 0.0115183013370891 6441 66 27 0.409090909090909 0.00419189566837448 "HPA:0190221" "HPA" "esophagus; squamous epithelial cells[≥Low]" 33605 162 "Supported,Enhanced,Enhanced,Approved,Approved,Supported,Supported,Approved,Approved,Approved,Approved,Approved,Enhanced,Enhanced,Enhanced,Approved,Approved,Supported,Approved,Approved,Approved,Supported,Approved,Supported,Approved,Approved,Approved" "ENSG00000103479,ENSG00000079691,ENSG00000157470,ENSG00000066322,ENSG00000116833,ENSG00000139613,ENSG00000147475,ENSG00000107771,ENSG00000100030,ENSG00000172554,ENSG00000214357,ENSG00000112297,ENSG00000164050,ENSG00000060237,ENSG00000129173,ENSG00000153107,ENSG00000171940,ENSG00000124587,ENSG00000168397,ENSG00000162377,ENSG00000197321,ENSG00000169429,ENSG00000124788,ENSG00000067082,ENSG00000250317,ENSG00000150760,ENSG00000144535"
"query_1" TRUE 0.0139134252623485 4645 66 22 0.333333333333333 0.00473627556512379 "HPA:0470682" "HPA" "skin 2; epidermal cells[≥Medium]" 33605 374 "Supported,Enhanced,Approved,Approved,Supported,Supported,Approved,Approved,Approved,Approved,Enhanced,Enhanced,Enhanced,Approved,Approved,Supported,Approved,Approved,Approved,Approved,Supported,Approved" "ENSG00000103479,ENSG00000079691,ENSG00000066322,ENSG00000116833,ENSG00000139613,ENSG00000147475,ENSG00000107771,ENSG00000100030,ENSG00000214357,ENSG00000112297,ENSG00000164050,ENSG00000060237,ENSG00000129173,ENSG00000153107,ENSG00000171940,ENSG00000124587,ENSG00000168397,ENSG00000162377,ENSG00000197321,ENSG00000124788,ENSG00000067082,ENSG00000144535"
"query_1" TRUE 0.0224689329530872 5905 66 25 0.378787878787879 0.00423370025402202 "HPA:0060102" "HPA" "bronchus; respiratory epithelial cells[≥Medium]" 33605 45 "Supported,Enhanced,Enhanced,Approved,Approved,Supported,Supported,Approved,Approved,Approved,Approved,Approved,Enhanced,Enhanced,Approved,Approved,Supported,Approved,Approved,Approved,Approved,Supported,Approved,Approved,Approved" "ENSG00000103479,ENSG00000079691,ENSG00000157470,ENSG00000066322,ENSG00000116833,ENSG00000139613,ENSG00000147475,ENSG00000107771,ENSG00000100030,ENSG00000172554,ENSG00000214357,ENSG00000112297,ENSG00000164050,ENSG00000060237,ENSG00000153107,ENSG00000171940,ENSG00000124587,ENSG00000168397,ENSG00000162377,ENSG00000197321,ENSG00000124788,ENSG00000067082,ENSG00000250317,ENSG00000150760,ENSG00000144535"
"query_1" TRUE 0.030295323663202 5255 66 23 0.348484848484849 0.0043767840152236 "HPA:0340000" "HPA" "ovary" 33605 272 "Supported,Enhanced,Approved,Approved,Supported,Supported,Approved,Approved,Approved,Approved,Enhanced,Enhanced,Approved,Approved,Approved,Approved,Approved,Supported,Approved,Supported,Approved,Approved,Approved" "ENSG00000103479,ENSG00000079691,ENSG00000066322,ENSG00000116833,ENSG00000139613,ENSG00000147475,ENSG00000107771,ENSG00000100030,ENSG00000214357,ENSG00000112297,ENSG00000164050,ENSG00000129173,ENSG00000153107,ENSG00000171940,ENSG00000168397,ENSG00000162377,ENSG00000197321,ENSG00000169429,ENSG00000124788,ENSG00000067082,ENSG00000250317,ENSG00000150760,ENSG00000144535"
"query_1" TRUE 0.0318622816555121 1973 66 13 0.196969696969697 0.00658895083628991 "HPA:0570743" "HPA" "testis; cells in seminiferous ducts[High]" 33605 442 "Supported,Enhanced,Approved,Supported,Supported,Approved,Approved,Approved,Enhanced,Enhanced,Approved,Approved,Approved" "ENSG00000103479,ENSG00000079691,ENSG00000116833,ENSG00000139613,ENSG00000147475,ENSG00000100030,ENSG00000214357,ENSG00000112297,ENSG00000164050,ENSG00000060237,ENSG00000171940,ENSG00000168397,ENSG00000162377"
"query_1" TRUE 0.0334418161054821 4920 66 22 0.333333333333333 0.00447154471544715 "HPA:0090181" "HPA" "cerebellum; cells in granular layer[≥Low]" 33605 71 "Supported,Enhanced,Approved,Approved,Supported,Supported,Approved,Approved,Approved,Enhanced,Enhanced,Approved,Approved,Supported,Approved,Approved,Approved,Enhanced,Approved,Supported,Approved,Approved" "ENSG00000103479,ENSG00000079691,ENSG00000066322,ENSG00000116833,ENSG00000139613,ENSG00000147475,ENSG00000107771,ENSG00000100030,ENSG00000214357,ENSG00000164050,ENSG00000060237,ENSG00000153107,ENSG00000171940,ENSG00000124587,ENSG00000168397,ENSG00000162377,ENSG00000197321,ENSG00000182667,ENSG00000124788,ENSG00000067082,ENSG00000250317,ENSG00000150760"
"query_1" TRUE 0.0358693601511632 3881 66 19 0.287878787878788 0.00489564545220304 "HPA:0620222" "HPA" "vagina; squamous epithelial cells[≥Medium]" 33605 491 "Supported,Approved,Approved,Supported,Approved,Approved,Approved,Approved,Enhanced,Enhanced,Approved,Approved,Approved,Approved,Approved,Approved,Supported,Approved,Approved" "ENSG00000103479,ENSG00000066322,ENSG00000116833,ENSG00000139613,ENSG00000107771,ENSG00000100030,ENSG00000214357,ENSG00000112297,ENSG00000164050,ENSG00000060237,ENSG00000153107,ENSG00000171940,ENSG00000168397,ENSG00000162377,ENSG00000197321,ENSG00000124788,ENSG00000067082,ENSG00000150760,ENSG00000144535"
"query_1" TRUE 0.0400952766760852 6505 66 26 0.393939393939394 0.00399692544196772 "HPA:0470000" "HPA" "skin 2" 33605 372 "Supported,Enhanced,Enhanced,Approved,Approved,Supported,Supported,Approved,Approved,Approved,Approved,Approved,Enhanced,Enhanced,Enhanced,Approved,Approved,Supported,Approved,Approved,Approved,Approved,Supported,Approved,Approved,Approved" "ENSG00000103479,ENSG00000079691,ENSG00000157470,ENSG00000066322,ENSG00000116833,ENSG00000139613,ENSG00000147475,ENSG00000107771,ENSG00000100030,ENSG00000172554,ENSG00000214357,ENSG00000112297,ENSG00000164050,ENSG00000060237,ENSG00000129173,ENSG00000153107,ENSG00000171940,ENSG00000124587,ENSG00000168397,ENSG00000162377,ENSG00000197321,ENSG00000124788,ENSG00000067082,ENSG00000250317,ENSG00000150760,ENSG00000144535"
"query_1" TRUE 0.0400952766760852 6505 66 26 0.393939393939394 0.00399692544196772 "HPA:0470681" "HPA" "skin 2; epidermal cells[≥Low]" 33605 373 "Supported,Enhanced,Enhanced,Approved,Approved,Supported,Supported,Approved,Approved,Approved,Approved,Approved,Enhanced,Enhanced,Enhanced,Approved,Approved,Supported,Approved,Approved,Approved,Approved,Supported,Approved,Approved,Approved" "ENSG00000103479,ENSG00000079691,ENSG00000157470,ENSG00000066322,ENSG00000116833,ENSG00000139613,ENSG00000147475,ENSG00000107771,ENSG00000100030,ENSG00000172554,ENSG00000214357,ENSG00000112297,ENSG00000164050,ENSG00000060237,ENSG00000129173,ENSG00000153107,ENSG00000171940,ENSG00000124587,ENSG00000168397,ENSG00000162377,ENSG00000197321,ENSG00000124788,ENSG00000067082,ENSG00000250317,ENSG00000150760,ENSG00000144535"
"query_1" TRUE 0.0145540942766973 1189 66 11 0.166666666666667 0.00925147182506308 "MIRNA:hsa-let-7b-5p" "MIRNA" "hsa-let-7b-5p" 33605 6 "MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA,MIRNA" "ENSG00000066322,ENSG00000139613,ENSG00000100030,ENSG00000060237,ENSG00000153107,ENSG00000124587,ENSG00000168397,ENSG00000053524,ENSG00000169429,ENSG00000186451,ENSG00000125741"
"query_1" TRUE 0.02586703542626 92 66 4 0.0606060606060606 0.0434782608695652 "MIRNA:hsa-miR-495-5p" "MIRNA" "hsa-miR-495-5p" 33605 1485 "MIRNA,MIRNA,MIRNA,MIRNA" "ENSG00000176225,ENSG00000107771,ENSG00000067082,ENSG00000125741"
"query_1" TRUE 0.0401996920174482 13773 66 45 0.681818181818182 0.00326726203441516 "TF:M04710" "TF" "Factor: CHD2; motif: TCTCGCGAG" 33605 796 "TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF,TF" "ENSG00000103479,ENSG00000196296,ENSG00000079691,ENSG00000157470,ENSG00000066322,ENSG00000116833,ENSG00000170417,ENSG00000176225,ENSG00000139613,ENSG00000143552,ENSG00000147475,ENSG00000107771,ENSG00000137251,ENSG00000100030,ENSG00000132446,ENSG00000172554,ENSG00000214357,ENSG00000182324,ENSG00000112297,ENSG00000185736,ENSG00000164050,ENSG00000108001,ENSG00000157368,ENSG00000060237,ENSG00000104518,ENSG00000129173,ENSG00000153107,ENSG00000171940,ENSG00000168397,ENSG00000162377,ENSG00000197321,ENSG00000053524,ENSG00000176597,ENSG00000182667,ENSG00000124788,ENSG00000067082,ENSG00000250317,ENSG00000186451,ENSG00000249240,ENSG00000185504,ENSG00000125741,ENSG00000150760,ENSG00000188916,ENSG00000020256,ENSG00000144535"
